,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation
110,112,84,779,2017-10-09,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02,Maddy,Larrat,F,1.0,1992-02-10,Staff Accountant III,Health,High Net Worth,N,No,7.0,2570 Wayridge Park,2093.0,NSW,Australia,9.0
111,113,98,3296,2017-06-07,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-06,Leontyne,Jackett,F,78.0,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0,85 Carioca Drive,2154.0,NSW,Australia,11.0
112,114,75,455,2017-10-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2003-09-09,Mile,Dionisii,M,97.0,1991-11-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5.0,6 Mariners Cove Center,2233.0,NSW,Australia,10.0
113,115,76,1779,2017-05-01,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2005-05-10,Krishnah,Firmage,M,55.0,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5.0,6238 Hanover Crossing,3141.0,VIC,Australia,7.0
114,116,72,2703,2017-11-21,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-01-10,,,,,,,,,,,,4826 Crowley Park,2779.0,NSW,Australia,7.0
115,117,42,806,2017-03-24,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1993-04-12,Carter,Kaesmakers,M,66.0,1992-07-28,Sales Representative,Retail,Mass Customer,N,Yes,7.0,018 Erie Point,2767.0,NSW,Australia,9.0
116,118,20,22,2017-03-21,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,,,,,,,,,,,,,,,,
117,119,64,1591,2017-02-20,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2005-10-22,Fonz,Jankin,M,4.0,1976-09-14,Operator,Manufacturing,Mass Customer,N,Yes,14.0,54 Veith Drive,2073.0,NSW,Australia,12.0
118,120,0,678,2017-06-16,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-11,Ambur,Symcoxe,F,57.0,1995-08-31,Accounting Assistant II,IT,High Net Worth,N,No,2.0,96910 Sugar Point,4352.0,QLD,Australia,7.0
119,121,25,50,2017-12-04,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1992-10-11,Whitby,Schapero,M,38.0,1980-10-01,Account Executive,Manufacturing,Mass Customer,N,Yes,16.0,957 Veith Junction,2047.0,New South Wales,Australia,10.0
120,122,24,1038,2017-12-01,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,1993-05-26,,,,,,,,,,,,85 Laurel Trail,3809.0,VIC,Australia,6.0
121,123,31,1453,2017-03-05,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02,,,,,,,,,,,,58516 Tony Plaza,2567.0,NSW,Australia,8.0
122,124,98,1339,2017-03-21,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,Mariam,Guiel,F,82.0,1978-12-09,Editor,IT,High Net Worth,N,No,14.0,8766 Onsgard Plaza,3805.0,VIC,Australia,8.0
123,125,22,3382,2017-01-03,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12,,,,,,,,,,,,40 Sauthoff Circle,3129.0,VIC,Australia,10.0
124,126,53,773,2017-04-01,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,2003-07-21,,,,,,,,,,,,88 Bay Drive,4305.0,QLD,Australia,3.0
125,127,84,2503,2017-03-16,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2005-05-10,Devlin,Laneham,M,80.0,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10.0,62 Doe Crossing Junction,2760.0,NSW,Australia,7.0
126,128,25,1057,2017-02-26,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,Laryssa,Durdle,F,73.0,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,5.0,7 Main Crossing,2065.0,NSW,Australia,12.0
127,129,50,1397,2017-06-05,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2015-10-18,Dimitri,Durie,M,29.0,1979-01-21,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0,79206 Independence Drive,3061.0,VIC,Australia,5.0
128,130,44,2134,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09,Crosby,Ruoff,M,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,2.0,654 Kim Parkway,3175.0,VIC,Australia,3.0
129,131,96,2403,2017-01-18,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-10,Karalee,Tremlett,F,41.0,1977-10-25,Technical Writer,Financial Services,Affluent Customer,N,No,12.0,544 Northland Place,2190.0,NSW,Australia,10.0
130,132,12,1937,2017-09-28,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17,Renaud,Gahagan,M,69.0,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0,698 Old Gate Lane,2619.0,NSW,Australia,3.0
131,133,93,1282,2017-09-02,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2002-10-10,Garald,Pidler,M,99.0,1980-11-15,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14.0,791 Elgar Trail,4340.0,QLD,Australia,5.0
132,134,78,2183,2017-05-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1991-07-10,Jillie,Fyndon,F,61.0,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7.0,8142 Tomscot Drive,4132.0,QLD,Australia,4.0
133,135,84,1788,2017-10-17,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2006-05-22,Anna-diana,Kurten,F,79.0,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0,67 Hooker Place,2380.0,NSW,Australia,5.0
134,136,65,1170,2017-04-25,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-11,Lari,Rotte,F,62.0,1964-11-30,Assistant Professor,IT,Mass Customer,N,Yes,4.0,378 Prentice Point,4064.0,QLD,Australia,9.0
135,138,29,1940,2017-08-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,Gabriellia,Coulter,F,52.0,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8.0,1 Vernon Terrace,4226.0,QLD,Australia,6.0
136,139,32,2073,2017-03-25,0.0,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,707.4,2000-11-03,,,,,,,,,,,,9499 Alpine Drive,3175.0,VIC,Australia,8.0
137,140,11,462,2017-01-01,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2016-07-09,,,,,,,,,,,,23 Glacier Hill Avenue,2259.0,NSW,Australia,6.0
138,141,10,2728,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,Imojean,Atyeo,F,55.0,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,512 Forest Run Center,3188.0,VIC,Australia,11.0
139,142,46,2053,2017-12-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04,,,,,,,,,,,,896 Helena Parkway,4551.0,QLD,Australia,7.0
140,143,60,2135,2017-01-26,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2012-05-18,,,,,,,,,,,,0 Moose Court,2063.0,NSW,Australia,12.0
141,144,92,1217,2017-12-20,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-21,Dulcinea,Janssen,F,67.0,1968-08-19,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0,387 Pawling Drive,2580.0,NSW,Australia,4.0
142,145,7,2992,2017-06-07,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2005-12-07,Crystal,Assur,F,26.0,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,9610 Gateway Trail,3429.0,VIC,Australia,5.0
143,146,41,3261,2017-04-06,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10,,,,,,,,,,,,4591 Del Sol Court,2745.0,NSW,Australia,8.0
144,147,67,2748,2017-04-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Dolorita,Dufaur,F,96.0,1967-08-29,Quality Engineer,Financial Services,Mass Customer,N,No,4.0,4320 Toban Avenue,2260.0,NSW,Australia,11.0
145,148,14,3262,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,Maynord,L'Episcopi,M,65.0,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,2558 Morningstar Center,4221.0,QLD,Australia,8.0
146,149,89,788,2017-03-21,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-20,Gregg,Townsend,M,62.0,1964-07-01,Social Worker,Health,Mass Customer,N,No,11.0,00 Mockingbird Junction,2141.0,NSW,Australia,9.0
147,150,9,3067,2017-11-21,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1994-09-09,Veronique,Wash,F,8.0,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0,2178 Washington Hill,3806.0,VIC,Australia,6.0
148,151,31,701,2017-11-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2003-03-18,Ransell,Ruler,M,18.0,1956-05-01,Food Chemist,Health,Mass Customer,N,Yes,8.0,537 Packers Street,4562.0,QLD,Australia,5.0
149,152,92,648,2017-10-16,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2000-11-03,Gardiner,Nutley,M,86.0,1978-06-04,Accountant II,Financial Services,Mass Customer,N,Yes,9.0,9 Mayfield Road,4551.0,QLD,Australia,7.0
150,153,37,3286,2017-08-19,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,Kent,Hatter,M,23.0,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,No,20.0,1 Fairview Park,3977.0,VIC,Australia,7.0
151,154,3,3383,2017-04-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2011-08-29,Dane,Swansbury,M,47.0,1982-04-05,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10.0,48 Rockefeller Court,3786.0,VIC,Australia,8.0
152,155,56,982,2017-11-04,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2016-02-04,Tibold,Bonwell,M,14.0,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6.0,8276 Hudson Trail,2250.0,NSW,Australia,6.0
153,156,14,676,2017-08-22,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,2003-09-09,,,,,,,,,,,,4 Sunfield Circle,2194.0,NSW,Australia,8.0
154,157,6,385,2017-09-15,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,2015-04-11,Kendall,Humes,M,69.0,1966-12-07,Project Manager,Health,High Net Worth,N,No,9.0,58211 Surrey Crossing,2170.0,NSW,Australia,9.0
155,158,50,1229,2017-03-01,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2009-04-12,Sebastian,Trass,M,38.0,2000-01-08,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1.0,7929 Grasskamp Trail,2119.0,NSW,Australia,11.0
156,159,10,3232,2017-08-16,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,Rose,Milsom,F,7.0,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,78258 Hanover Plaza,3070.0,VIC,Australia,10.0
157,161,69,2381,2017-07-10,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2015-04-11,Dulsea,Pladen,F,91.0,1973-02-12,Programmer I,Argiculture,Affluent Customer,N,Yes,5.0,9 American Ash Plaza,2015.0,NSW,Australia,9.0
158,162,78,371,2017-12-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,Pernell,Favelle,M,7.0,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,No,7.0,92808 Mallard Terrace,3215.0,VIC,Australia,4.0
159,163,80,2519,2017-05-20,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-10,Ryon,Dalliston,M,76.0,1979-10-17,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0,685 International Lane,4825.0,QLD,Australia,2.0
160,164,17,2264,2017-07-30,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,Tony,Shirley,F,18.0,1972-07-17,Occupational Therapist,Health,Affluent Customer,N,No,9.0,883 Almo Terrace,3977.0,VIC,Australia,6.0
161,165,3,2637,2017-10-25,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09,Marcile,Christley,F,28.0,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,518 Colorado Trail,2100.0,NSW,Australia,10.0
162,166,78,3262,2017-11-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25,Maynord,L'Episcopi,M,65.0,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12.0,2558 Morningstar Center,4221.0,QLD,Australia,8.0
163,168,87,2267,2017-02-02,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-25,,,,,,,,,,,,93 Shasta Avenue,4171.0,QLD,Australia,10.0
164,169,97,456,2017-05-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,2004-01-16,Randolph,Redihalgh,M,47.0,1975-11-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17.0,572 Gerald Trail,2145.0,NSW,Australia,7.0
165,171,100,3121,2017-10-22,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Mahmoud,Batterbee,M,82.0,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,969 Sycamore Point,2304.0,NSW,Australia,7.0
166,172,55,2365,2017-04-11,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1991-01-21,Lauretta,Furmonger,F,2.0,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,3.0,743 Stone Corner Parkway,4127.0,QLD,Australia,6.0
167,173,100,2528,2017-11-16,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,Cassie,Toffaloni,M,81.0,1978-09-23,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,3 Myrtle Terrace,4161.0,QLD,Australia,7.0
168,174,10,3151,2017-12-17,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1994-09-09,,,,,,,,,,,,32798 Melby Center,4055.0,QLD,Australia,8.0
169,175,25,3241,2017-12-23,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-11-22,Milt,Erett,M,34.0,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,7574 Onsgard Drive,4011.0,QLD,Australia,7.0
170,176,74,1335,2017-03-30,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2003-09-09,,,,,,,,,,,,4 Sycamore Pass,3977.0,VIC,Australia,5.0
171,177,90,2234,2017-04-13,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,Dylan,Hanvey,M,48.0,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,No,18.0,501 Reindahl Alley,2069.0,NSW,Australia,12.0
172,178,56,3226,2017-07-25,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04,,,,,,,,,,,,97 Sunnyside Junction,3977.0,VIC,Australia,7.0
173,179,62,1365,2017-01-31,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,Shurlocke,Pirie,M,97.0,1992-04-19,Research Associate,Health,Mass Customer,N,No,3.0,970 Sundown Place,3222.0,VIC,Australia,5.0
174,180,20,3349,2017-03-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-05,Byram,Lamberts,M,11.0,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,No,9.0,9 Brown Pass,3196.0,VIC,Australia,9.0
175,181,17,1002,2017-02-24,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2011-05-07,,,,,,,,,,,,656 Bartelt Parkway,3127.0,VIC,Australia,12.0
176,182,16,2282,2017-02-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,2013-03-12,Dominic,Gregoletti,M,81.0,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,7.0,953 Del Sol Point,3630.0,VIC,Australia,4.0
177,183,46,2656,2017-01-07,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-06-04,,,,,,,,,,,,444 Spaight Crossing,3070.0,VIC,Australia,10.0
178,184,71,2409,2017-07-05,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24,,,,,,,,,,,,4177 Bluejay Street,2560.0,NSW,Australia,8.0
179,185,91,1711,2017-11-19,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2004-07-25,,,,,,,,,,,,2 Dwight Point,4133.0,QLD,Australia,5.0
180,186,17,2582,2017-11-08,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09,Harv,Pavey,M,98.0,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,6551 Atwood Road,4216.0,QLD,Australia,7.0
181,187,1,1005,2017-07-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2003-09-09,Kalila,Birtwistle,F,94.0,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0,67 Holmberg Way,2165.0,NSW,Australia,9.0
182,188,3,1597,2017-01-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,Jeffry,Slowly,M,93.0,1977-02-01,Nurse Practicioner,Retail,Affluent Customer,N,No,14.0,019 Derek Hill,2224.0,NSW,Australia,10.0
183,189,56,2713,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1993-06-23,Hadlee,Mackro,M,55.0,1954-11-03,Statistician II,Retail,Affluent Customer,N,Yes,5.0,29895 Crest Line Point,2049.0,NSW,Australia,11.0
184,190,37,1435,2017-11-27,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2011-05-09,Derek,Podmore,M,96.0,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,N,Yes,19.0,8934 Park Meadow Street,2756.0,NSW,Australia,8.0
185,191,34,1477,2017-06-30,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2008-03-19,,,,,,,,,,,,472 Blaine Junction,2440.0,NSW,Australia,3.0
186,192,0,1614,2017-07-15,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10,,,,,,,,,,,,835 Thackeray Place,2261.0,NSW,Australia,6.0
187,193,12,1254,2017-06-22,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2009-03-08,Quillan,McDuffie,M,60.0,1958-12-18,Graphic Designer,Retail,Mass Customer,N,Yes,5.0,563 Northport Drive,4701.0,QLD,Australia,1.0
188,194,25,1423,2017-05-02,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2011-01-10,Tiphanie,Klossek,F,51.0,1959-06-17,Project Manager,Manufacturing,Mass Customer,N,No,19.0,5700 Banding Lane,2762.0,NSW,Australia,9.0
189,195,81,276,2017-12-27,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,,,,,,,,,,,,370 Portage Parkway,3125.0,VIC,Australia,8.0
190,196,19,1315,2017-12-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1999-06-23,,,,,,,,,,,,55326 Fulton Hill,3931.0,VIC,Australia,10.0
191,197,45,591,2017-05-23,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-12,Sydney,Endacott,M,16.0,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0,36912 Gina Pass,2133.0,NSW,Australia,11.0
192,198,74,1017,2017-02-02,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-28,Jacquenette,Pluthero,F,88.0,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,42 Lunder Drive,2027.0,NSW,Australia,11.0
193,199,33,2123,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-11,Shirley,Negal,F,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,No,2.0,43 Sunbrook Terrace,4160.0,QLD,Australia,10.0
194,200,57,2889,2017-04-15,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-06-23,,,,,,,,,,,,37595 Packers Terrace,3064.0,VIC,Australia,5.0
195,201,0,3208,2017-09-05,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,,,,,,,,,,,,43 South Pass,3620.0,VIC,Australia,2.0
196,202,23,2406,2017-02-26,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,2006-11-10,,,,,,,,,,,,645 Thackeray Street,4879.0,QLD,Australia,6.0
197,203,67,2041,2017-07-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-22,Mort,Heath,M,52.0,1957-10-27,VP Accounting,Financial Services,Mass Customer,N,No,17.0,51739 Sundown Hill,2009.0,NSW,Australia,9.0
198,204,81,1598,2017-07-03,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-10,,,,,,,,,,,,4 Florence Street,2032.0,NSW,Australia,11.0
199,205,58,1842,2017-05-27,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,Ephrayim,Beville,M,89.0,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,9649 Cascade Way,2250.0,NSW,Australia,8.0
200,206,5,141,2017-05-05,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,Townsend,Trobe,M,67.0,1954-06-25,Teacher,Financial Services,High Net Worth,N,Yes,10.0,585 Loomis Court,2097.0,New South Wales,Australia,11.0
201,207,94,1321,2017-09-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,Bree,Domenge,F,29.0,1994-07-05,Editor,Argiculture,Affluent Customer,N,No,8.0,57384 Sycamore Park,4370.0,QLD,Australia,6.0
202,208,51,183,2017-05-21,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10,Dannie,Hissie,F,7.0,1997-08-05,Geologist III,Retail,Affluent Customer,N,No,3.0,8 Haas Park,2074.0,NSW,Australia,10.0
203,209,59,2591,2017-09-22,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05,,,,,,,,,,,,5342 Hallows Lane,2021.0,NSW,Australia,12.0
204,210,63,3356,2017-04-12,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1992-10-02,Dill,Bampford,M,47.0,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,Yes,6.0,73 Burrows Court,3121.0,VIC,Australia,8.0
205,211,40,766,2017-05-07,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02,,,,,,,,,,,,3903 Messerschmidt Park,2164.0,NSW,Australia,8.0
206,212,80,1596,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2005-10-22,Vinnie,Sails,M,2.0,1969-07-01,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,5447 Weeping Birch Place,2086.0,NSW,Australia,12.0
207,213,82,520,2017-12-14,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,Jazmin,Neumann,F,66.0,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15.0,3169 Old Gate Point,2211.0,NSW,Australia,9.0
208,214,46,868,2017-03-22,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2012-04-10,Effie,Duddy,F,84.0,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11.0,519 Maywood Pass,2768.0,NSW,Australia,10.0
209,215,78,2999,2017-09-30,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2015-08-10,,,,,,,,,,,,4 Loftsgordon Avenue,3023.0,VIC,Australia,8.0
210,216,72,352,2017-11-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06,Orrin,Finding,M,12.0,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,6 Sunbrook Center,4350.0,QLD,Australia,6.0
211,217,75,1140,2017-06-09,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2004-07-25,,,,,,,,,,,,8587 Graceland Way,2206.0,NSW,Australia,10.0
212,218,40,621,2017-04-21,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21,,,,,,,,,,,,363 Schiller Court,2763.0,NSW,Australia,7.0
213,219,2,3307,2017-11-13,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05,Portia,Thirlwall,F,96.0,1978-09-02,Analyst Programmer,Health,High Net Worth,N,No,14.0,1172 Mesta Center,4740.0,QLD,Australia,2.0
214,220,10,1502,2017-04-09,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,Margalit,Handrick,F,52.0,1990-03-26,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,78960 Schiller Lane,2450.0,NSW,Australia,4.0
215,221,35,936,2017-05-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,Raffaello,Godleman,M,64.0,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,5 Reindahl Point,3400.0,VIC,Australia,2.0
